Year,DOI,Award,Track,Title,Author
2012,10.1109/TVCG.2012.233,BP,InfoVis,How Capacity Limits of Attention Influence Information Visualization Effectiveness.,"Steve Haroz, David Whitney."
2012,10.1109/TVCG.2012.231,BP,SciVis,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms.,"Cheuk Yiu Ip, Amitabh Varshney, Joseph JaJa."
2012,10.1109/TVCG.2012.276,BP,VAST,Visual Analytics Methodology for Eye Movement Studies.,"Gennady Andrienko, Natalia Andrienko, Michael Burch, Daniel Weiskopf."
2012,10.1109/TVCG.2012.199,HM,InfoVis,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing.,"Luana Micallef, Pierre Dragicevic, Jean-Daniel Fekete."
2012,10.1109/TVCG.2012.213,HM,InfoVis,Design Study Methodology: Reflections from the Trenches and the Stacks.,"Michael Sedlmair, Miriah Meyer, Tamara Munzner."
2012,10.1109/TVCG.2012.279,HM,InfoVis,Visual Semiotics & Uncertainty Visualization: An Empirical Study.,"Alan M. MacEachren, Robert E. Roth, James OâBrien, Bonan Li, Derek Swingley, Mark Gahegan."
2012,10.1109/TVCG.2012.217,HM,SciVis,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input.,"Lingyun Yu, Konstantinos Efstathiou, Petra Isenberg, Tobias Isenberg."
2012,10.1109/TVCG.2012.240,HM,SciVis,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach.,"Markus Hadwiger, Johanna Beyer, Won-Ki Jeong, Hanspeter Pfister."
2012,10.1109/TVCG.2012.219,HM,VAST,Enterprise Data Analysis and Visualization: An Interview Study.,"Sean Kandel, Andreas Paepcke, Joseph M. Hellerstein, Jeffrey Heer."
2012,10.1109/TVCG.2012.254,HM,VAST,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data.,"Bilal Alsallakh, Wolfgang Aigner, Silvia Miksch, M. Eduard GrÃ¶ller."
2011,10.1109/TVCG.2011.183,BP,InfoVis,Context-Preserving Visual Links.,"Markus Steinberger, Manuela Waldner, Marc Streit, Alexander Lex, Dieter Schmalstieg."
2011,10.1109/VAST.2011.6102454,BP,VAST,From movement tracks through events to places: Extracting and characterizing significant places from mobility data.,"Gennady Andrienko, Natalia Andrienko, Christophe Hurter, Salvatore Rinzivillo, Stefan Wrobel."
2011,10.1109/TVCG.2011.245,BP,Vis,Towards Robust Topology of Sparsely Sampled Data.,"Carlos Correa, Peter Lindstrom."
2011,10.1109/TVCG.2011.175,HM,InfoVis,Benefitting InfoVis with Visual Difficulties.,"Jessica Hullman, Eytan Adar, Priti Shah."
2011,10.1109/TVCG.2011.220,HM,InfoVis,Local Affine Multidimensional Projection.,"Paulo Joia, Danilo Coimbra, Jose A. Cuminato, Fernando V. Paulovich, Luis G. Nonato."
2011,10.1109/VAST.2011.6102440,HM,VAST,Network-based visual analysis of tabular data.,"Zhicheng Liu, Shamkant B. Navathe, John T. Stasko."
2011,10.1109/VAST.2011.6102443,HM,VAST,Visual social network analytics for relationship discovery in the enterprise.,"Adam Perer, Ido Guy, Erel Uziel, Inbal Ronen, Michal Jacovi."
2011,10.1109/VAST.2011.6102445,HM,VAST,How locus of control influences compatibility with visualization style.,"Caroline Ziemkiewicz, R. Jordan Crouser, Ashley Rye Yauilla, Sara L. Su, William Ribarsky, Remco Chang."
2011,10.1109/TVCG.2011.168,HM,Vis,Artificial Defocus for Displaying Markers in Microscopy Z-Stacks.,"Alessandro Giusti, Pierluigi Taddei, Giorgio Corani, Luca Gambardella, Cristina Magli, Luca Gianaroli."
2011,10.1109/TVCG.2011.231,HM,Vis,Saliency-Assisted Navigation of Very Large Landscape Images.,"Cheuk Yiu Ip, Amitabh Varshney."
2011,10.1109/TVCG.2011.259,HM,Vis,Voronoi-Based Extraction and Visualization of Molecular Paths.,"Norbert Lindow, Daniel Baum, Hans-Christian Hege."
2011,10.1109/VAST.2011.6102456,TT,VAST,SensePlace2: GeoTwitter analytics support for situational awareness.,"Alan M. MacEachren, Anuj Jaiswal, Anthony C. Robinson, Scott Pezanowski, Alexander Savelyev, Prasenjit Mitra, Xiao Zhang, and Justine Blanford."
2011,10.1109/TVCG.2011.185,TT,InfoVis,DÂ³: Data-Driven Documents.,"Michael Bostock, Vadim Ogievetsky, Jeffrey Heer."
2010,10.1109/TVCG.2010.161,BP,InfoVis,Graphical inference for infovis.,"Hadley Wickham, Dianne Cook, Heike Hofmann, Andreas Buja."
2010,10.1109/VAST.2010.5652926,BP,VAST,Visual readability analysis: How to make your writings easier to read.,"Daniela Oelke, David Spretke, Andreas Stoffel, Daniel A. Keim."
2010,10.1109/TVCG.2010.198,BP,Vis,Streak Lines as Tangent Curves of a Derived Vector field.,"Tino Weinkauf, Holger Theisel."
2010,10.1109/TVCG.2010.144,HM,InfoVis,Declarative Language Design for Interactive Visualization.,"Jeffrey Heer, Michael Bostock."
2010,10.1109/TVCG.2010.180,HM,InfoVis,Necklace Maps.,"authro Speckmann, Kevin Verbeek."
2010,10.1109/TVCG.2010.186,HM,InfoVis,Perceptual Guidelines for Creating Rectangular Treemaps.,"Nicholas Kong, Jeffrey Heer, Maneesh Agrawala."
2010,10.1109/TVCG.2010.191,HM,InfoVis,Rethinking Map Legends with Visualization.,"Jason Dykes, Jo Wood, Aidan Slingsby."
2010,10.1109/TVCG.2010.193,HM,InfoVis,SignalLens: Focus+Context Applied to Electronic Time Series.,Robert Kincaid.
2010,10.1109/VAST.2010.5652478,HM,VAST,Discovering bits of place histories from peopleâs activity traces.,"Gennady Andrienko, Natalia Andrienko, Martin Mladenov, Michael Mock, Christian PÃ¶litz."
2010,10.1109/VAST.2010.5652880,HM,VAST,An exploratory study of co-located collaborative visual analytics around a tabletop display.,"Petra Isenberg, Danyel Fisher, Meredith Ringel Morris, Kori Inkpen, Mary Czerwinski."
2010,10.1109/TVCG.2010.166,HM,Vis,Illustrative Stream Surfaces.,"Silvia Born, Alexander Wiebel, Jan Friedrich, Gerik Scheuermann, Dirk Bartz."
2010,10.1109/TVCG.2010.223,HM,Vis,World Lines.,"Jurgen Waser, Raphael Fuchs, Hrvoje Ribicic, Benjamin Schindler, Gunther Bloschl, Eduard Groller."
2010,10.1109/TVCG.2010.179,TT,InfoVis,Narrative Visualization: Telling Stories with Data.,"Edward Segel, Jeffrey Heer."
2010,10.1109/VAST.2010.5652443,TT,VAST,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction.,"Jaegul Choo, Hanseung Lee, Jaeyeon Kihm, Haesun Park."
2009,10.1109/TVCG.2009.116,BP,InfoVis,ABySS-Explorer: Visualizing Genome Sequence Assemblies.,"Cydney B. Nielsen, Shaun D. Jackman, InanÃ§ Birol, Steven J.M. Jones."
2009,10.1109/TVCG.2009.165,BP,InfoVis,Mapping Text with Phrase Nets.,"Frank van Ham, Martin Wattenberg, Fernanda B. Viegas."
2009,10.1109/VAST.2009.5333564,BP,VAST,Iterative integration of visual insights during patent search and analysis.,"Steffen Koch, Harald Bosch, Mark Giereth, Thomas Ertl."
2009,10.1109/TVCG.2009.138,BP,Vis,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data.,"Maarten H. Everts, Henk Bekker, Jos B.T.M. Roerdink, Tobias Isenberg."
2009,10.1109/TVCG.2009.128,HM,InfoVis,Configuring Hierarchical Layouts to Address Research Questions.,"Aidan Slingsby, Jason Dykes, Jo Wood."
2009,10.1109/TVCG.2009.151,HM,InfoVis,Interaction Techniques for Selecting and Manipulating Subgraphs in Network Visualizations.,"Michael J. McGuffin, Igor Jurisica."
2009,10.1109/TVCG.2009.167,HM,InfoVis,MizBee: A Multiscale Synteny Browser.,"Miriah Meyer, Tamara Munzner, Hanspeter Pfister."
2009,10.1109/TVCG.2009.180,HM,InfoVis,SellTrend: Inter-Attribute Visual Analysis of Temporal Transaction Data.,"Zhicheng Liu, John Stasko, Timothy Sullivan."
2009,10.1109/TVCG.2009.157,HM,Vis,Interactive Visualization of Molecular Surface Dynamics.,"Michael Krone, Katrin Bidmon, Thomas Ertl."
2009,10.1109/TVCG.2009.166,HM,Vis,Markerless View-Independent Registration of Multiple Distorted Projectors on Extruded Surfaces Using an Uncalibrated Camera.,"Behzad Sajadi, Aditi Majumder."
2009,10.1109/TVCG.2009.172,HM,Vis,Perception-Based Transparency Optimization for Direct Volume Rendering.,"Ming-Yuen Chan, Yingcai Wu, Wai-Ho Mak, Wei Chen, Huamin Qu."
2009,10.1109/TVCG.2009.111,TT,InfoVis,A Nested Model for Visualization Design and Validation.,Tamara Munzner.
2009,10.1109/VAST.2009.5333443,TT,VAST,Parallel Tag Clouds to explore and analyze faceted text corpora.,"Christopher Collins, Fernanda B. Viegas, Martin Wattenberg."
2008,10.1109/TVCG.2008.153,BP,InfoVis,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation.,"Niklas Elmqvist, Pierre Dragicevic, Jean-Daniel Fekete."
2008,10.1109/VAST.2008.4677362,BP,VAST,Entity-based collaboration tools for intelligence analysis.,"Eric A. Bier, Stuart K. Card, John W. Bodnar."
2008,10.1109/TVGC.2008.128,BP,Vis,Estimating Crossing Fibers: A Tensor Decomposition Approach.,"Thomas Schultz, Hans-Peter Seidel."
2008,10.1109/TVCG.2008.109,HM,InfoVis,A Framework of Interaction Costs in Information Visualization.,Heidi Lam.
2008,10.1109/TVCG.2008.166,HM,InfoVis,Stacked Graphs - Geometry & Aesthetics.,"Lee Byron, Martin Wattenberg."
2008,10.1109/TVCG.2008.171,HM,InfoVis,The Shaping of Information by Visual Metaphors.,"Caroline Ziemkiewicz, Robert Kosara."
2008,10.1109/TVCG.2008.125,TT,InfoVis,Effectiveness of Animation in Trend Visualization.,"George Robertson, Roland Fernandez, Danyel Fisher, Bongshin Lee, John Stasko."
2007,10.1109/TVCG.2007.70621,BP,InfoVis,Visualizing the History of Living Spaces.,"Yuri Ivanov, Christopher Wren, Alexander Sorokin, Ishwinder Kaur."
2007,10.1109/TVCG.2007.70584,BP,Vis,Querying and Creating Visualizations by Analogy.,"Carlos Scheidegger, Huy Vo, David Koop, Juliana Freire, Claudio Silva."
2007,10.1109/TVCG.2007.70577,TT,InfoVis,ManyEyes: a Site for Visualization at Internet Scale.,"Fernanda B. Viegas, Martin Wattenberg, Frank van Ham, Jesse Kriss, Matt McKeon."
2007,10.1109/VAST.2007.4389006,TT,VAST,Jigsaw: Supporting Investigative Analysis through Interactive Visualization.,"John Stasko, Carsten Gorg, Zhicheng Liu, Kanupriya Singhal."
2006,10.1109/TVCG.2006.147,BP,InfoVis,Hierarchical Edge Bundles: Visualization of Adjacency Relations in Hierarchical Data.,Danny Holten.
2006,10.1109/TVCG.2006.168,BP,Vis,On Histograms and Isosurface Statistics.,"Carr Hamish, Brian Duffy, Brain Denby."
2006,10.1109/TVCG.2006.115,TT,Vis,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization.,"Marco Tarini, Paolo Cignoni, Claudio Montani."
2006,10.1109/TVCG.2006.147,TT,InfoVis,Hierarchical Edge Bundles: Visualization of Adjacency Relations in Hierarchical Data.,Danny Holten.
2006,10.1109/VAST.2006.261421,TT,VAST,A Visual Interface for Multivariate Temporal Data: Finding Patterns of Events across Multiple Histories.,"Jerry Alan Fails, Amy Karlson, Layla Shahamat, Ben Shneiderman."
2005,10.1109/INFVIS.2005.1532130,BP,InfoVis,Dig-CoLa: directed graph layout through constrained energy minimization.,"T. Dwyer, Y. Koren."
2005,10.1109/VISUAL.2005.1532781,BP,Vis,The value of visualization.,J.J. van Wijk.
2005,10.1109/VISUAL.2005.1532781,TT,Vis,The value of visualization.,J.J. van Wijk.
2004,10.1109/INFVIS.2004.10,BP,InfoVis,A Knowledge Task-Based Framework for Design and Evaluation of Information Visualizations.,"R. Amar, J. Stasko."
2004,10.1109/VISUAL.2004.4,BP,Vis,Adaptive 4-8 texture hierarchies.,"L.M. Hwa, M.A. Duchaineau, K.I. Joy."
2004,10.1109/VISUAL.2004.96,TT,Vis,Simplifying flexible isosurfaces using local geometric measures.,"H. Carr, J. Snoeyink, M. van de Panne."
2003,10.1109/INFVIS.2003.1249004,BP,InfoVis,Smooth and efficient zooming and panning.,"J.J. van Wijk, W.A.A. Nuij."
2003,10.1109/VISUAL.2003.1250354,BP,Vis,Counting cases in marching cubes: toward a generic algorithm for producing substitopes.,"D.C. Banks, S. Linton."
2003,10.1109/VISUAL.2003.1250384,TT,Vis,Acceleration techniques for GPU-based volume rendering.,"J. Kruger, R. Westermann."
2002,10.1109/INFVIS.2002.1173141,BP,InfoVis,Multiscale visualization using data cubes.,"C. Stolte, D. Tang, P. Hanrahan."
2002,10.1109/VISUAL.2002.1183777,BP,Vis,Non-photorealistic volume rendering using stippling techniques.,"Aidong Lu, C.J. Morris, D.S. Ebert, P. Rheingans, C. Hansen."
2002,10.1109/VISUAL.2002.1183774,TT,Vis,Efficient computation of the topology of level sets.,"V. Pascucci, K. Cole-McLaughlin."
2001,10.1109/VISUAL.2001.964519,BP,Vis,Interactive volume rendering using multi-dimensional transfer functions and direct manipulation widgets.,"J. Kniss, G. Kindlmann, C. Hansen."
2001,10.1109/INFVIS.2001.963283,TT,InfoVis,Ordered Treemap Layouts.,Ben Shneiderman & Martin Wattenberg.
2001,10.1145/571647.571649,TT,"Note: Awarded also to Ben Bederson under consideration of the follow-up journal article âOrdered and Quantum Treemaps: Making effective use of 2D space to display hierarchies.
Benjamin B. Bederson, Ben Shneiderman, Martin Wattenberg. ACM TOG 21(4):833-854 2002. DOI:",10.1145/571647.571649,"Note: Awarded also to Ben Bederson under consideration of the follow-up journal article âOrdered and Quantum Treemaps: Making effective use of 2D space to display hierarchies.
Benjamin B. Bederson, Ben Shneiderman, Martin Wattenberg. ACM TOG 21(4):833-854 2002. DOI:"
2000,10.1109/VISUAL.2000.885694,BP,Vis,Volume illustration: non-photorealistic rendering of volume models.,"D. Ebert, P. Rheingans."
2000,10.1109/INFVIS.2000.885086,TT,InfoVis,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases.","C. Stolte, P. Hanrahan."
1999,10.1109/VISUAL.1999.809886,BP,Vis,Hue-balls and lit-tensors for direct volume rendering of diffusion tensor fields.,"G. Kindlmann, D. Weinstein."
1999,10.1109/INFVIS.1999.801851,TT,InfoVis,Cluster and calendar based visualization of time series data.,"J.J. Van Wijk, E.R. Van Selow."
1998,10.1109/VISUAL.1998.745713,BP,Vis,Interactive ray tracing for isosurface rendering.,"S. Parker, P. Shirley, Y. Livnat, C. Hansen, P.-P. Sloan."
1998,10.1109/VISUAL.1998.745343,BCS,Vis,Production visualization for the ASCI One TeraFLOPS machine.,P.D. Heermann.
1998,10.1109/INFVIS.1998.729560,TT,InfoVis,An operator interaction framework for visualization systems.,"Ed Huai-Hsin Chi, J.T. Riedl."
1997,10.1109/VISUAL.1997.663882,BP,Vis,An anti-aliasing technique for splatting.,"J.E. Swan, K. Mueller, T. Moller, N. Shareel, R. Crawfis, R. Yagel."
1997,10.1109/VISUAL.1997.663910,BCS,Vis,Vortex identification-applications in aerodynamics: a case study.,"D. Kenwright, R. Haimes."
1997,10.1109/INFVIS.1997.636792,TT,InfoVis,The structure of the information visualization design space.,"S.K. Card, J. Mackinlay."
1996,10.1109/VISUAL.1996.567777,BP,Vis,Interactive visualization of 3D-vector fields using illuminated stream lines.,"M. Zockler, D. Stalling, H.-C. Hege."
1996,10.1109/VISUAL.1996.568137,BCS,Vis,Flow visualization for turbomachinery design.,"M. Roth, R. Peikert."
1996,10.1109/INFVIS.1996.559210,TT,InfoVis,Visage: a user interface environment for exploring information.,"S.F. Roth, P. Lucas, J.A. Senn, C.C. Gomberg, M.B. Burks, P.J. Stroffolino, A.J. Kolojechick, C. Dunmire."
1996,10.1109/VISUAL.1996.567752,TT,Vis,The Design and Implementation of an Object-Oriented Toolkit for 3D Graphics and Visualization.,"William J. Schroeder, Kenneth M. Martin, William E. Lorensen."
1995,10.1109/INFVIS.1995.528686,TT,InfoVis,Visualizing the non-visual: spatial analysis and interaction with information from text documents.,"J.A. Wise, J.J. Thomas, K. Pennock, D. Lantrip, M. Pottier, A. Schur, V. Crow."
1995,10.1109/VISUAL.1995.485139,TT,Vis,High Dimensional Brushing for Interactive Exploration of Multivariate Data.,"A.R. Martin, M.O. Ward."
1994,10.1109/VISUAL.1994.346313,BP,Vis,Visualizing flow over curvilinear grid surfaces using line integral convolution.,L.K. Forssell.
1994,10.1109/VISUAL.1994.346326,BP,Vis,"The topology of symmetric, second-order tensor fields.","T. Delmarcelle, L. Hesselink."
1994,10.1109/VISUAL.1994.346294,BCS,Vis,Visualization of 3D ultrasonic data.,"G. Sakas, L.-A. Schreyer, M. Grimm."
1994,10.1109/VISUAL.1994.346331,TT,Vis,An evaluation of reconstruction filters for volume rendering.,"S.R. Marschner, R.J. Lobb."
1993,10.1109/VISUAL.1993.398877,BP,Vis,Texture splats for 3D scalar and vector field visualization.,"R.A. Crawfis, N. Max."
1993,10.1109/VISUAL.1993.398878,BP,Vis,Geometric clipping using Boolean textures.,W.E. Lorensen.
1993,10.1109/VISUAL.1993.398902,BCS,Vis,Enhancing reality in the operating room.,"W. Lorensen, H. Cline, C. Nafis, R. Kikinis, D. Altobelli, L. Gleason."
1993,10.1109/VISUAL.1993.398877,TT,Vis,Texture splats for 3D scalar and vector field visualization.,"R.A. Crawfis, N. Max."
1992,10.1109/VISUAL.1992.235193,BP,Vis,Visualization of second order tensor fields and matrix data.,"T. Delmarcelle, L. Hesselink."
1992,10.1109/VISUAL.1992.235193,TT,Vis,Visualization of second order tensor fields and matrix data.,"T. Delmarcelle, L. Hesselink."
1991,10.1109/VISUAL.1991.175771,BP,Vis,The virtual windtunnel: An environment for the exploration of three-dimensional unsteady flows.,"S. Bryson, C. Levit."
1990,10.1109/VISUAL.1990.146359,BP,Vis,Surface representations of two- and three-dimensional fluid flow topology.,"J.L. Helman, L. Hesselink."
2011,10.1109/VAST.2011.6102456,TT,VAST,SensePlace2: GeoTwitter analytics support for situational awareness.,"Alan M. MacEachren, Anuj Jaiswal, Anthony C. Robinson, Scott Pezanowski, Alexander Savelyev, Prasenjit Mitra, Xiao Zhang, and Justine Blanford."
2001,10.1109/INFVIS.2001.963283,TT,InfoVis,Ordered Treemap Layouts.,Ben Shneiderman & Martin Wattenberg.
2011,10.1109/TVCG.2011.185,TT,InfoVis,DÂ³: Data-Driven Documents.,"Michael Bostock, Vadim Ogievetsky, Jeffrey Heer."
1996,10.1109/VISUAL.1996.567752,TT,SciVis,The Design and Implementation of an Object-Oriented Toolkit for 3D Graphics and Visualization.,"William J. Schroeder, Kenneth M. Martin, William E. Lorensen."
2006,10.1109/TVCG.2006.115,TT,SciVis,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization.,"Marco Tarini, Paolo Cignoni, Claudio Montani."
